nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,sizePron,motVedette,hwd,pronSampa,ipa,PartOfSpeech
2,puiʹſsănce,F.,,,n.,50.0,172,10,puissance,,,,noun
2,puiʹſsănt,F.,,,a.,51.0,172,9,puissant,,,,adjective
1,pūke,,,,n.,52.0,172,4,puke,puke,p j u k,pjuk,noun
3,pŭʹlchrĭtūde,,,,n.,53.0,172,12,pulchritude,,,,noun
2,pūʹling,,,,a.,54.0,172,7,puling,,,,adjective
1,pull,,,,v.,55.0,172,4,pull,pull,p U l,pʊl,verb
2,pŭʹllen,F.,,,n.,56.0,172,7,pullen,pullen,p U l @ n,pʊlən,noun
2,pŭʹllet,,,,n.,57.0,172,7,pullet,,,,noun
2,pŭʹlley,F.,,,n.,58.0,172,7,pulley,pulley,p U l i:,pʊliː,noun
4,pŭʹlmŏnăry,L.,,,a.,59.0,172,10,pulmonary,pulmonary,p U l m @ n E r\ i:,pʊlmənɛɹiː,adjective
3,pŭlmŏʹnic,F.,,,n.,60.0,172,9,pulmonic,,,,noun
1,pŭlp,,,,n.,61.0,172,4,pulp,pulp,p V l p,pʌlp,noun
2,pŭʹlpit,,,,n.,62.0,172,7,pulpit,pulpit,p U l p i t,pʊlpit,noun
4,pŭlsāʹtion,,,,n.,63.0,172,10,pulsation,,,,noun
1,pŭlſe,,,,n.,64.0,172,5,pulse,pulse,p V l s,pʌls,noun
4,pŭʹlvĕrīze,L.,,,v.,65.0,172,10,pulverize,pulverize,p V l v 3:r aI z,pʌlvɜ:r?z,verb
2,pūʹmĭce,L.,,,n.,66.0,172,7,pumice,pumice,p V m @ s,pʌməs,noun
2,pŭʹmmel,,,,v.,67.0,172,7,pummel,pummel,p V m @ l,pʌməl,verb
1,pŭmp,,,,n.,68.0,172,4,pump,pump,p V m p,pʌmp,noun
1,pŭn,,,,v.,69.0,172,3,pun,pun,p V n,pʌn,verb
1,pŭnch,,,,v.,70.0,172,5,punch,punch,p V n tS,pʌn?,verb
3,pŭʹnchĭon,F.,,,n.,71.0,172,9,punchion,,,,noun
4,pŭnctĭʹlĭo,,,,n.,72.0,172,10,punctilio,,,,noun
4,pŭnctĭʹlĭ_o_us,,,,a.,73.0,172,14,punctilious,punctilious,p @ N k t I l i: @ s,pəŋktɪliːəs,adjective
3,pŭʹnctūal,F.,,,a.,2.0,173,9,punctual,,,,adjective
5,pŭnctūaʹlĭty,F.,,,n.,3.0,173,12,punctuality,punctuality,p V N k tS u { l i 4 i:,pʌŋk?uæliɾiː,noun
5,pŭnctūāʹtion,,,,n.,4.0,173,12,punctuation,punctuation,p V N k tS u eI S @ n,pʌŋk?u?ʃən,noun
2,pŭʹnctūre,L.,,,n.,5.0,173,9,puncture,puncture,p V N k tS 3:r,pʌŋk?ɜ:r,noun
3,pŭngĕncy,L.,nbSyll>1 et pas d'accent tonic,,n.,6.0,173,8,pungency,,,,noun
2,pŭʹngĕnt,L.,,,a.,7.0,173,8,pungent,pungent,p V n dZ @ n t,pʌn?ənt,adjective
2,pūʹnic,,,,a.,8.0,173,6,punic,punic,p j u n i k,pjunik,adjective
2,pŭʹniſh,,,,v.,9.0,173,7,punish,punish,p V n i S,pʌniʃ,verb
1,pŭnk,,,,n.,10.0,173,4,punk,punk,p V N k,pʌŋk,noun
2,pūʹny,,,,a.,11.0,173,5,puny,puny,p j u n i:,pjuniː,adjective
2,pūʹpil,,,,n.,12.0,173,6,pupil,pupil,p j u p @ l,pjupəl,noun
3,pūʹpĭlage,,,,n.,13.0,173,9,pupilage,,,,noun
2,pŭʹppet,,,,n.,14.0,173,7,puppet,puppet,p V p @ t,pʌpət,noun
2,pŭʹppy,,,,n.,15.0,173,6,puppy,puppy,p V p i:,pʌpiː,noun
2,pŭʹrblīnd,,,,a.,16.0,173,9,purblind,,,,adjective
2,pŭʹrchaſe,F.,,,v.,17.0,173,9,purchase,purchase,p 3:r tS @ s,pɜ:r?əs,verb
1,pūre,L.,,,a.,18.0,173,4,pure,pure,p j U r\,pjʊɹ,adjective
4,pŭrgāʹtion,,,,n.,19.0,173,10,purgation,,,,noun
3,pŭʹrgătive,F.,,,a.,20.0,173,10,purgative,,,,adjective
4,pŭʹrgătŏry,L.,,,n.,21.0,173,10,purgatory,purgatory,p 3:r g @ t O: r\ i:,pɜ:rgətOːɹiː,noun
1,pŭrge,,,,n.,22.0,173,5,purge,purge,p 3:r dZ,pɜ:r?,noun
6,pūrĭfĭcāʹtion,,,,n.,23.0,173,13,purification,purification,p j U r\ @ f @ k eI S @ n,pjʊɹəfək?ʃən,noun
3,pūʹrĭfy,,,,v.,24.0,173,7,purify,purify,p j U r\ @ f aI,pjʊɹəf?,verb
2,pūʹrim,,,,n.,25.0,173,6,purim,purim,p U r\ @ m,pʊɹəm,noun
5,pūrĭtăʹnĭcal,,,,a.,26.0,173,12,puritanical,puritanical,p j U r\ @ t { n i k @ l,pjʊɹətænikəl,adjective
3,pūʹrĭtans,,,,n.,27.0,173,9,puritans,puritans,p j U r\ @ t @ n z,pjʊɹətənz,noun
1,pŭrl,,,,n.,28.0,173,4,purl,,,,noun
2,pŭrlieuʹ,F.,,,n.,29.0,173,8,purlieu,,,,noun
2,pŭʹrling,,,,n.,30.0,173,8,purling,,,,noun
2,pŭʹrlins,,,,n.,31.0,173,8,purlins,,,,noun
2,pŭʹrloe,,,,n.,32.0,173,7,purloe,,,,noun
2,pŭrloiʹn,F.,,,v.,33.0,173,8,purloin,purloin,p 3:r l OI n,pɜ:rl?n,verb
2,pŭʹrple,,,,n.,34.0,173,7,purple,purple,p 3:r p @ l,pɜ:rpəl,noun
2,pŭʹrples,,,,n.,35.0,173,8,purples,purples,p 3:r p @ l z,pɜ:rpəlz,noun
2,pŭʹrpŏrt,,,,n.,36.0,173,8,purport,purport,p 3:r p O: r\ t,pɜ:rpOːɹt,noun
2,pŭʹrpoſe,,,,v.,37.0,173,8,purpose,purpose,p 3:r p @ s,pɜ:rpəs,verb
1,pŭrſe,,,,n.,38.0,173,5,purse,purse,p 3:r s,pɜ:rs,noun
2,pŭʹrſ_e_r,,,,n.,39.0,173,9,purser,purser,p 3:r s 3:r,pɜ:rsɜ:r,noun
3,pŭʹrsĭneſs,,,,n.,40.0,173,10,pursiness,,,,noun
2,pŭʹrſlain,,,,n.,41.0,173,9,purslain,,,,noun
3,pŭrsūʹănce,,,,n.,42.0,173,10,pursuance,,,,noun
2,pŭrsūʹe,,,,v.,43.0,173,7,pursue,pursue,p 3:r s u,pɜ:rsu,verb
2,pŭrsūʹ_i_t,,,,n.,44.0,173,10,pursuit,pursuit,p 3:r s u t,pɜ:rsut,noun
3,pŭʹrſ_u_ĭvant,F.,,,n.,45.0,173,13,pursuivant,,,,noun
2,pŭrveʹy,,,,v.,46.0,173,7,purvey,purvey,p 3:r v eI,pɜ:rv?,verb
3,pŭrveʹyănce,,,,n.,47.0,173,11,purveyance,,,,noun
3,pŭrveʹyor,F.,,,n.,48.0,173,9,purveyor,purveyor,p 3:r v eI 3:r,pɜ:rv?ɜ:r,noun
3,pūʹrūlent,L.,,,a.,49.0,173,9,purulent,,,,adjective
1,pŭs,L.,,,n.,50.0,173,3,pus,pus,p V s,pʌs,noun
1,pŭſh,,,,v.,51.0,173,4,push,push,p U S,pʊʃ,verb
6,pūsĭlănĭʹmĭty,,,,n.,52.0,173,13,pusilanimity,,,,noun
5,pūsĭlăʹnĭm_o_us,L.,,,a.,53.0,173,15,pusilanimous,,,,adjective
1,pŭſs,,,,n.,54.0,173,4,puss,puss,p U s,pʊs,noun
2,pŭſtle,,nbSyll>1 et pas d'accent tonic,,n.,55.0,173,6,pustle,,,,noun
3,pŭſtūlous,L.,nbSyll>1 et pas d'accent tonic,,a.,56.0,173,9,pustulous,,,,adjective
1,pŭt,,,,v.,57.0,173,3,put,put,p U t,pʊt,verb
5,pūtrefăʹction,,,,n.,58.0,173,13,putrefaction,,,,noun
3,pūʹtrefy,F.,,,v.,59.0,173,8,putrefy,,,,verb
2,pūʹtrid,F.,,,a.,60.0,173,7,putrid,putrid,p j u t r\ i d,pjutɹid,adjective
2,pŭttoc,,nbSyll>1 et pas d'accent tonic,,n.,61.0,173,6,puttoc,,,,noun
2,pŭʹtty,,,,n.,62.0,173,6,putty,putty,p V 4 i:,pʌɾiː,noun
2,pŭʹzzle,,,,v.,63.0,173,7,puzzle,puzzle,p V z @ l,pʌzəl,verb
1,pye,F.,,,n.,64.0,173,3,pye,pye,p aI,p?,noun
2,py_e_ʹbald,,,,n.,65.0,173,10,pyebald,,,,noun
2,pyʹgmy,G.,,,n.,66.0,173,6,pygmy,pygmy,p I g m i:,pɪgmiː,noun
3,pyrămid,F.,nbSyll>1 et pas d'accent tonic,,n.,67.0,173,7,pyramid,pyramid,p I r\ @ m i d,pɪɹəmid,noun
5,py̆rămĭʹdĭcal,,,,a.,68.0,173,13,pyoramidical,,,,adjective
3,pyrĕʹtics,,,,n.,69.0,173,9,pyretics,,,,noun
3,py̆ʹrr_h_ŏniſm,,,,n.,70.0,173,14,pyorrhonism,,,,noun
5,pythăgŏrēʹan,,,,n.,71.0,173,12,pythagorean,pythagorean,p I T @ g O: r\ i: @ n,pɪθəgOːɹiːən,noun
1,pyx,G.,,,n.,72.0,173,3,pyx,,,,noun
1,quăck,,,,n.,2.0,174,5,quack,quack,k w { k,kwæk,noun
3,quăʹcksălvĕr,,,,n.,3.0,174,12,quacksalver,,,,noun
5,quadrāgēʹsĭmā,L.,,,n.,4.0,174,13,quadragesima,,,,noun
3,quăʹdrăngle,,,,n.,5.0,174,11,quadrangle,,,,noun
4,quădrăʹngular,,,,a.,6.0,174,13,quadrangular,,,,adjective
2,quăʹdrănt,L.,,,n.,7.0,174,9,quadrant,quadrant,k w A d r\ @ n t,kwɑdɹənt,noun
2,quăʹdrāte,L.,,,v.,8.0,174,9,quadrate,,,,verb
3,quadrăʹtic,,,,n.,9.0,174,10,quadratic,,,,noun
3,quăʹdrătūre,L.,,,n.,10.0,174,11,quadrature,,,,noun
5,quădrĭlaʹtĕral,,,,a.,11.0,174,14,quadrilateral,,,,adjective
5,quădrĭnōʹmĭal,,,,n.,12.0,174,13,quadrinomial,,,,noun
4,quădrĭpăʹrtīte,L.,,,a.,13.0,174,14,quadripartite,,,,adjective
3,quaʹdrūpēde,L.,,,n.,14.0,174,11,quadrupede,,,,noun
3,quăʹdrūple,,,,a.,15.0,174,10,quadruple,quadruple,k w A d r\ u p @ l,kwɑdɹupəl,adjective
1,quăff,,,,v.,16.0,174,5,quaff,,,,verb
2,quăʹgmīre,,,,n.,17.0,174,9,quagmire,quagmire,k w { g m aI 3:r,kwægm?ɜ:r,noun
1,quail,,,,n.,18.0,174,5,quail,quail,k w eI l,kw?l,noun
1,quaint,F.,,,a.,19.0,174,6,quaint,quaint,k w eI n t,kw?nt,adjective
1,quāke,,,,v.,20.0,174,5,quake,quake,k w eI k,kw?k,verb
3,quāʹkĕriſm,,,,n.,21.0,174,10,quakerism,,,,noun
2,quāʹk_e_rs,,,,n.,22.0,174,10,quakers,quakers,k w eI k 3:r z,kw?kɜ:rz,noun
6,qualĭfĭcāʹtion,F.,,,n.,23.0,174,14,qualification,qualification,k w A l @ f @ k eI S @ n,kwɑləfək?ʃən,noun
3,quaʹlĭfy,F.,,,v.,24.0,174,8,qualify,qualify,k w A l @ f aI,kwɑləf?,verb
3,quaʹlĭty,,,,n.,25.0,174,8,quality,quality,k w A l @ 4 i:,kwɑləɾiː,noun
1,qualm,,,,n.,26.0,174,5,qualm,,,,noun
2,quaʹlmiſh,,,,a.,27.0,174,9,qualmish,,,,adjective
3,quăʹntĭty,,,,n.,28.0,174,9,quantity,quantity,k w A n t @ 4 i:,kwɑntəɾiː,noun
3,quăʹrăntĭne,F.,,,n.,29.0,174,11,quarantine,quarantine,k w O: r\ @ n t i: n,kwOːɹəntiːn,noun
2,quăʹrrĕl,,,,n.,30.0,174,8,quarrel,quarrel,k w O: r\ @ l,kwOːɹəl,noun
3,quăʹrrĕlsŏme,,,,a.,31.0,174,12,quarrelsome,quarrelsome,k w O: r\ @ l s @ m,kwOːɹəlsəm,adjective
2,quăʹrry,F.,,,n.,32.0,174,7,quarry,quarry,k w O: r\ i:,kwOːɹiː,noun
1,quart,F.,,pas de {POS} indiquée dans le dictionnaire. Mais blanc avant l'étymologie.,,33.0,174,5,quart,quart,k w O: r\ t,kwOːɹt,
2,quăʹrtăn,L.,,,n.,34.0,174,8,quartan,,,,noun
2,quaʹrt_e_r,,,,n.,35.0,174,10,quarter,quarter,k w O: r\ 4 3:r,kwOːɹɾɜ:r,noun
3,quăʹrtĕrage,,,,n.,36.0,174,11,quarterage,,,,noun
3,quăʹrtĕrly,,,,p.,37.0,174,10,quarterly,quarterly,k w O: r\ 4 3:r l i:,kwOːɹɾɜ:rliː,pronoun
2,quăʹrtĕrn,,,,n.,38.0,174,9,quartern,,,,noun
2,quăʹrt_e_rs,,,,n.,39.0,174,11,quarters,quarters,k w O: r\ 4 3:r z,kwOːɹɾɜ:rz,noun
2,quăʹrto,L.,,,n.,40.0,174,7,quarto,quarto,k w O: r\ 4 @U,kwOːɹɾoʊ,noun
1,quaſh,,,,v.,41.0,174,5,quash,quash,k w O: S,kwOːʃ,verb
2,q_u_āʹt_e_r,,,,n.,42.0,174,11,quater,,,,noun
4,quatĕʹrnĭon,,,,n.,43.0,174,11,quaternion,,,,noun
2,quāʹver,,,,n.,44.0,174,7,quaver,,,,noun
1,quean,,,,n.,45.0,174,5,quean,quean,k w i: @ n,kwiːən,noun
1,queen,,,,n.,46.0,174,5,queen,queen,k w i: n,kwiːn,noun
1,queer,,,,a.,47.0,174,5,queer,queer,k w I r\,kwɪɹ,adjective
1,quĕl,,,,v.,48.0,174,4,quel,,,,verb
1,quĕnch,,,,v.,49.0,174,6,quench,quench,k w E n tS,kwɛn?,verb
2,quĕʹntin,,,,n.,50.0,174,8,quentin,quentin,k w E n t i n,kwɛntin,noun
2,quēʹriſt,,,,n.,51.0,174,8,querist,,,,noun
3,quĕʹrŭl_o_us,L.,,,a.,52.0,174,12,querulous,querulous,k w E r\ @ l @ s,kwɛɹələs,adjective
2,quēʹry,,,,n.,53.0,174,6,query,query,k w i: r\ i:,kwiːɹiː,noun
1,quĕſt,,,,n.,54.0,174,5,quest,quest,k w E s t,kwɛst,noun
3,quĕʹſtion,L.,,,n.,55.0,174,9,question,question,k w E s tS @ n,kwɛs?ən,noun
5,quĕʹſtionable,,,,a.,56.0,174,13,questionable,questionable,k w E s tS @ n @ b @ l,kwɛs?ənəbəl,adjective
2,quĕʹſtor,L.,,,n.,57.0,174,8,questor,,,,noun
2,quĭʹbble,,,,n.,58.0,174,8,quibble,quibble,k w I b @ l,kwɪbəl,noun
1,quĭck,,,,a.,59.0,174,5,quick,quick,k w I k,kwɪk,adjective
2,quĭʹckbeam,,,,n.,60.0,174,10,quickbeam,,,,noun
2,quĭʹcksănds,,,,n.,61.0,174,11,quicksands,quicksands,k w I k s { n d z,kwɪksændz,noun
3,quĭʹcksĭlver,,,,n.,62.0,174,12,quicksilver,quicksilver,k w I k s I l v 3:r,kwɪksɪlvɜ:r,noun
2,quĭʹck_e_n,,,,v.,63.0,174,10,quicken,quicken,k w I k @ n,kwɪkən,verb
3,quĭʹddĭty,L.,,,n.,64.0,174,9,quiddity,,,,noun
2,quīʹet,,,,n.,65.0,174,6,quiet,quiet,k w aI @ t,kw?ət,noun
3,quīʹĕtiſm,,,,n.,66.0,174,9,quietism,,,,noun
3,quīʹĕtiſts,,,,n.,67.0,174,10,quietists,,,,noun
2,quīʹlets,,,,n.,68.0,174,8,quilets,,,,noun
1,quĭll,,,,n.,69.0,174,5,quill,quill,k w I l,kwɪl,noun
1,quĭlt,,,,n.,2.0,175,5,quilt,quilt,k w I l t,kwɪlt,noun
1,quĭnce,,,,n.,3.0,175,6,quince,quince,k w I n s,kwɪns,noun
2,quĭʹncŭnx,,,,n.,4.0,175,9,quincunx,,,,noun
4,quĭndĕʹcăgon,,,,n.,5.0,175,12,quindecagon,,,,noun
5,quĭnquāgēʹſĭmo,L.,,,n.,6.0,175,14,quinquagesimo,,,,noun
3,quĭnquīʹnā,,,,n.,7.0,175,10,quinquina,,,,noun
2,quĭʹnſey,,,,n.,8.0,175,8,quinsey,,,,noun
1,quĭnt,F.,,,n.,9.0,175,5,quint,quint,k w I n t,kwɪnt,noun
2,quĭʹntal,,,,n.,10.0,175,8,quintal,quintal,k w I n t @ l,kwɪntəl,noun
3,quĭntĕʹſsĕnce,L.,,,n.,11.0,175,13,quintessence,quintessence,k w i n t E s @ n s,kwintɛsəns,noun
3,quĭʹntūple,L.,,,a.,12.0,175,10,quintuple,quintuple,k w I n t u p @ l,kwɪntupəl,adjective
1,quip,,,,n.,13.0,175,4,quip,quip,k w I p,kwɪp,noun
1,quīre,,,,n.,14.0,175,5,quire,quire,k w aI r\,kw?ɹ,noun
3,quīʹrĕſt_e_r,L.,,,n.,15.0,175,12,quirester,,,,noun
1,quirk,,,,n.,16.0,175,5,quirk,quirk,k w 3:r k,kwɜ:rk,noun
1,quit,,,,a.,17.0,175,4,quit,quit,k w I t,kwɪt,adjective
2,quĭʹver,,,,v.,18.0,175,7,quiver,quiver,k w I v 3:r,kwɪvɜ:r,verb
3,quoʹdlĭbets,,,,n.,19.0,175,11,quodlibets,,,,noun
1,quoil,,,,n.,20.0,175,5,quoil,,,,noun
1,quoins,F.,,,n.,21.0,175,6,quoins,,,,noun
1,quoit,,,,n.,22.0,175,5,quoit,,,,noun
2,quōʹrum,,,,n.,23.0,175,7,quorum,quorum,k w O: r\ @ m,kwOːɹəm,noun
2,quŏʹtā,,,,n.,24.0,175,6,quota,quota,k w @U 4 @,kwoʊɾə,noun
4,quotāʹtion,F.,,,n.,25.0,175,10,quotation,quotation,k w @U t eI S @ n,kwoʊt?ʃən,noun
1,quōte,F.,,,v.,26.0,175,5,quote,quote,k w @U t,kwoʊt,verb
1,quoth,,,,p.,27.0,175,5,quoth,,,,pronoun
4,quotĭʹdĭan,,,,a.,28.0,175,10,quotidian,,,,adjective
3,quōʹtient,L.,,,n.,29.0,175,9,quotient,quotient,k w @U S @ n t,kwoʊʃənt,noun
2,răʹbbĕt,,,,n.,2.0,175,7,rabbet,,,,noun
2,răʹbble,,,,n.,3.0,175,7,rabble,rabble,r\ { b @ l,ɹæbəl,noun
3,rāʹbĭnet,,,,n.,4.0,175,8,rabinet,,,,noun
1,rāce,,,,n.,5.0,175,4,race,race,r\ eI s,ɹ?s,noun
1,răck,,,,n.,6.0,175,4,rack,rack,r\ { k,ɹæk,noun
2,răʹckĕt,F.,,,n.,7.0,175,7,racket,racket,r\ { k i t,ɹækit,noun
2,răcooʹn,,,,n.,8.0,175,7,racoon,racoon,r\ { k u n z,ɹækunz,noun
2,rāʹcy,,,,n.,9.0,175,5,racy,racy,r\ eI s i:,ɹ?siː,noun
2,răʹddlings,,,,n.,10.0,175,10,raddlings,,,,noun
3,rāʹdĭănce,L.,,,n.,11.0,175,9,radiance,radiance,r\ eI 4 i: @ n s,ɹ?ɾiːəns,noun
3,rāʹdĭănt,L.,,,a.,12.0,175,8,radiant,radiant,r\ eI 4 i: @ n t,ɹ?ɾiːənt,adjective
5,rădĭāʹtion,L.,,,n.,13.0,175,10,radiation,radiation,r\ eI 4 i: eI S @ n,ɹ?ɾiː?ʃən,noun
3,rāʹdĭcal,L.,,,a.,14.0,175,8,radical,radical,r\ { 4 @ k @ l,ɹæɾəkəl,adjective
3,rāʹdĭcāte,L.,,,v.,15.0,175,9,radicate,,,,verb
4,rāʹdĭcāted,,,,a.,16.0,175,10,radicated,,,,adjective
2,rāʹdiſh,F.,,,n.,17.0,175,7,radish,radish,r\ { 4 i S,ɹæɾiʃ,noun
3,rāʹdius,,,,n.,18.0,175,7,radius,radius,r\ eI 4 i: @ s,ɹ?ɾiːəs,noun
2,rāʹdix,L.,,,n.,19.0,175,6,radix,,,,noun
2,răʹffling,F.,,,n.,20.0,175,9,raffling,,,,noun
1,răft,,,,n.,21.0,175,4,raft,raft,r\ { f t,ɹæft,noun
2,răʹft_e_r,,,,n.,22.0,175,9,rafter,rafter,r\ { f t 3:r,ɹæftɜ:r,noun
1,răg,,,,n.,23.0,175,3,rag,rag,r\ { g,ɹæg,noun
1,rāge,F.,,,n.,24.0,175,4,rage,rage,r\ eI dZ,ɹ??,noun
2,răʹgged,,,,a.,25.0,175,7,ragged,ragged,r\ { g @ d,ɹægəd,adjective
2,ragooʹ,F.,,,n.,26.0,175,6,ragoo,,,,noun
2,răʹgwort,,,,n.,27.0,175,8,ragwort,,,,noun
1,rail,,,,n.,28.0,175,4,rail,rail,r\ eI l,ɹ?l,noun
2,raĭʹment,,,,n.,29.0,175,8,raiment,,,,noun
1,rain,,,,n.,30.0,175,4,rain,rain,r\ eI n,ɹ?n,noun
2,raiʹnbo_w_,,,,n.,31.0,175,10,rainbow,rainbow,r\ eI n b @U,ɹ?nboʊ,noun
2,raiʹndeer,,,,n.,32.0,175,9,raindeer,,,,noun
2,raiʹny,,,,a.,33.0,175,6,rainy,rainy,r\ eI n i:,ɹ?niː,adjective
1,raiſe,,,,v.,34.0,175,5,raise,raise,r\ eI z,ɹ?z,verb
2,raiʹſer,,,,n.,35.0,175,7,raiser,raiser,r\ eI z 3:r,ɹ?zɜ:r,noun
2,raiʹſins,F.,,,n.,36.0,175,8,raisins,raisins,r\ eI z @ n z,ɹ?zənz,noun
1,rāke,,,,n.,37.0,175,4,rake,rake,r\ eI k,ɹ?k,noun
2,rāʹkiſh,,,,a.,38.0,175,7,rakish,rakish,r\ eI k i S,ɹ?kiʃ,adjective
3,raʹllĕry,F.,,,n.,39.0,175,8,rallery,,,,noun
2,raʹlly,F.,,,v.,40.0,175,6,rally,rally,r\ { l i:,ɹæliː,verb
1,răm,,,,n.,41.0,175,3,ram,ram,r\ { m,ɹæm,noun
3,rāʹmădam,,,,n.,2.0,176,8,ramadam,,,,noun
2,răʹmble,L.,,,v.,3.0,176,7,ramble,ramble,r\ { m b @ l,ɹæmbəl,verb
2,răʹmbler,L.,,,n.,4.0,176,8,rambler,rambler,r\ { m b l 3:r,ɹæmblɜ:r,noun
2,rămbooʹze,,,,n.,5.0,176,9,rambooze,,,,noun
6,rămĭfĭcāʹtion,,,,n.,6.0,176,13,ramification,ramification,r\ { m @ f @ k eI S @ n,ɹæməfək?ʃən,noun
2,răʹmmer,,,,n.,7.0,176,7,rammer,rammer,r\ { m 3:r,ɹæmɜ:r,noun
1,rămp,,,,n.,8.0,176,4,ramp,ramp,r\ { m p,ɹæmp,noun
2,răʹmpănt,F.,,,n.,9.0,176,8,rampant,rampant,r\ { m p @ n t,ɹæmpənt,noun
2,raʹmpărt,F.,,,n.,10.0,176,8,rampart,,,,noun
2,răʹncid,L.,,,a.,11.0,176,7,rancid,rancid,r\ { n s i d,ɹænsid,adjective
2,răʹncŏ_u_r,,,,n.,12.0,176,10,rancour,,,,noun
1,rănd,,,,n.,13.0,176,4,rand,rand,r\ { n d,ɹænd,noun
2,răʹndom,,,,a.,14.0,176,7,random,random,r\ { n d @ m,ɹændəm,adjective
1,rānge,F.,,,n.,15.0,176,5,range,range,r\ eI n dZ,ɹ?n?,noun
1,rănk,,,,n.,16.0,176,4,rank,rank,r\ { N k,ɹæŋk,noun
2,răʹnkle,,,,v.,17.0,176,7,rankle,rankle,r\ { N k @ l,ɹæŋkəl,verb
2,răʹnsăc,,,,v.,18.0,176,7,ransac,,,,verb
2,răʹnsŏm,F.,,,n.,19.0,176,7,ransom,ransom,r\ { n s @ m,ɹænsəm,noun
1,rănt,,,,n.,20.0,176,4,rant,rant,r\ { n t,ɹænt,noun
4,rānŭʹncūlus,L.,,,n.,21.0,176,11,ranunculus,,,,noun
1,răp,,,,v.,22.0,176,3,rap,rap,r\ { p,ɹæp,verb
4,răpāʹcĭ_o_us,,,,a.,23.0,176,12,rapacious,rapacious,r\ @ p { S i s,ɹəpæʃis,adjective
4,răpāʹcity,,,,n.,24.0,176,9,rapacity,rapacity,r\ @ p { s @ 4 i:,ɹəpæsəɾiː,noun
1,rāpe,,,,n.,25.0,176,4,rape,rape,r\ eI p,ɹ?p,noun
2,răʹpid,L.,,,a.,26.0,176,6,rapid,rapid,r\ { p @ d,ɹæpəd,adjective
4,răpĭʹdĭty,L.,,,n.,27.0,176,9,rapidity,rapidity,r\ @ p I 4 @ 4 i:,ɹəpɪɾəɾiː,noun
2,răʹpier,F.,,,n.,28.0,176,7,rapier,rapier,r\ eI p i: 3:r,ɹ?piːɜ:r,noun
2,răʹpīne,L.,,,n.,29.0,176,7,rapine,,,,noun
3,răppăreeʹs,,,,n.,30.0,176,10,rapparees,,,,noun
3,răʹpsŏdy,,,,n.,31.0,176,8,rapsody,,,,noun
1,răpt,,,,a.,32.0,176,4,rapt,rapt,r\ { p t,ɹæpt,adjective
2,răʹptūre,L.,,,n.,33.0,176,8,rapture,rapture,r\ { p tS 3:r,ɹæp?ɜ:r,noun
3,răʹptūr_o_us,,,,a.,34.0,176,12,rapturous,rapturous,r\ { p tS 3:r @ s,ɹæp?ɜ:rəs,adjective
1,rāre,L.,,,a.,35.0,176,4,rare,rare,r\ E r\,ɹɛɹ,adjective
5,rārēfăʹction,,,,n.,36.0,176,12,rarefaction,,,,noun
3,rāʹrĕfy,L.,,,v.,37.0,176,7,rarefy,rarefy,r\ E r\ @ f aI,ɹɛɹəf?,verb
3,rāʹrĭty,,,,n.,38.0,176,7,rarity,rarity,r\ E r\ @ 4 i:,ɹɛɹəɾiː,noun
3,răʹſbĕrry,,,,n.,39.0,176,9,rasberry,,,,noun
2,răʹſcal,,,,n.,40.0,176,7,rascal,rascal,r\ { s k @ l,ɹæskəl,noun
1,răſh,,,,n.,41.0,176,4,rash,rash,r\ { S,ɹæʃ,noun
2,răʹſher,,,,n.,42.0,176,7,rasher,,,,noun
2,rāʹſor,,,,n.,43.0,176,6,rasor,rasor,r\ eI z 3:r,ɹ?zɜ:r,noun
1,răſp,,,,n.,44.0,176,4,rasp,rasp,r\ { s p,ɹæsp,noun
2,rāʹsūre,L.,,,n.,45.0,176,7,rasure,,,,noun
1,răt,F.,,,n.,46.0,176,3,rat,rat,r\ { t,ɹæt,noun
4,rătāfīʹā,,,,n.,47.0,176,8,ratafia,,,,noun
2,rătăʹn,,,,n.,48.0,176,6,ratan,,,,noun
1,rāte,L.,,,n.,49.0,176,4,rate,rate,r\ eI t,ɹ?t,noun
2,răttĕeʹn,,,,n.,50.0,176,8,ratteen,,,,noun
2,răʹth_e_r,,,,p.,51.0,176,9,rather,rather,r\ { D 3:r,ɹæðɜ:r,pronoun
6,rătĭfĭcāʹtion,,,,n.,52.0,176,13,ratification,ratification,r\ { 4 @ f @ k eI S @ n,ɹæɾəfək?ʃən,noun
3,răʹtĭfy,,,,v.,53.0,176,7,ratify,ratify,r\ { 4 @ f aI,ɹæɾəf?,verb
3,răʹtio,,,,n.,54.0,176,6,ratio,ratio,r\ eI S i: @U,ɹ?ʃiːoʊ,noun
7,rătiōcĭnāʹtion,L.,,,n.,55.0,176,14,ratiocination,ratiocination,r\ { S i: @U s @ n eI S @ n,ɹæʃiːoʊsən?ʃən,noun
3,răʹtion,,,,n.,56.0,176,7,ration,ration,r\ { S @ n,ɹæʃən,noun
5,răʹtionable,,,,a.,57.0,176,11,rationable,,,,adjective
4,răʹtiŏnal,,,,a.,58.0,176,9,rational,rational,r\ { S @ n @ l,ɹæʃənəl,adjective
5,rătiŏnāʹlè,,,,n.,59.0,176,10,rationale,rationale,r\ { S @ n { l,ɹæʃənæl,noun
5,răʹtiŏnăliſt,,,,n.,60.0,176,12,rationalist,,,,noun
